LID,TYPE40,PD40,CL40,TYPE41,PD41,CL41,TYPE42,PD42,CL42,TYPE43,PD43,CL43,TYPE80,obscode,Dia,Ano,Start,LULC,habitat,MQCOMP1,MQCOMP2,SHDI,ELEV_MEAN,ELEV_RANGE
33B5111,0.90,1.88,0.93,0.83,2.54,0.80,0.00,NA,NA,0.07,7.62,0.57,0.00,5.00,178.00,2009.00,857.00,0.00,5.00,-0.90,0.42,1.01,1595.80,307.25
33B5201,0.86,1.90,0.90,0.84,2.55,0.83,0.00,NA,NA,0.01,2.55,0.66,0.08,21.00,173.00,2008.00,911.00,0.00,5.00,-0.86,0.35,1.02,1848.74,537.21
33B5204,0.89,0.95,0.89,0.81,2.55,0.76,0.00,NA,NA,0.08,5.10,0.57,0.00,21.00,173.00,2008.00,859.00,0.00,7.00,-0.93,0.43,1.04,1784.20,401.97
33B5304,0.96,0.90,0.94,0.91,2.55,0.82,0.01,1.28,0.50,0.04,5.11,0.47,0.00,19.00,179.00,2008.00,745.00,0.00,7.00,-0.88,0.34,0.86,1872.40,319.35
33B5307,0.89,0.94,0.91,0.74,1.27,0.75,0.08,6.36,0.71,0.07,8.90,0.46,0.04,19.00,179.00,2008.00,722.00,0.00,1.00,-0.83,0.38,1.30,1785.88,296.77
33B5403,0.64,2.78,0.93,0.47,3.84,0.91,0.12,2.56,0.81,0.04,5.11,0.48,0.08,7.00,186.00,2006.00,917.00,0.00,1.00,7.28,-3.29,1.75,1745.26,661.73
33B5405,0.51,5.54,0.76,0.36,5.11,0.71,0.12,8.94,0.71,0.03,6.39,0.35,0.22,7.00,186.00,2006.00,851.00,0.00,12.00,3.77,1.95,1.94,1609.64,540.30
33B5407,0.52,4.73,0.88,0.39,5.09,0.74,0.02,2.54,0.63,0.11,8.90,0.67,0.06,7.00,186.00,2006.00,1004.00,0.00,2.00,1.86,-1.35,1.78,1604.70,613.41
33B5501,0.80,1.89,0.90,0.71,2.55,0.82,0.01,1.27,0.75,0.08,7.64,0.58,0.12,19.00,179.00,2008.00,942.00,0.00,7.00,-0.65,0.21,1.34,1743.05,443.45
33B5502,0.78,1.95,0.90,0.72,2.55,0.86,0.03,3.82,0.68,0.03,5.09,0.52,0.00,19.00,179.00,2008.00,823.00,0.00,5.00,-0.88,0.31,1.22,2149.90,167.17
33B5506,1.00,0.95,0.98,0.72,5.10,0.85,0.15,3.83,0.89,0.13,11.48,0.57,0.00,19.00,179.00,2008.00,855.00,0.00,7.00,-1.02,0.49,1.18,1690.81,358.86
33B5508,1.00,0.92,0.99,0.89,1.28,0.86,0.03,2.55,0.80,0.08,14.05,0.46,0.00,19.00,179.00,2008.00,1053.00,0.00,7.00,-1.00,0.48,0.88,1783.74,408.07
33B5511,0.99,0.97,0.98,0.68,2.55,0.72,0.05,8.91,0.64,0.27,6.36,0.55,0.00,19.00,179.00,2008.00,1038.00,0.00,7.00,-1.05,0.51,1.17,2043.54,341.17
33B5608,0.43,5.51,0.84,0.43,7.63,0.81,0.00,NA,NA,0.00,1.27,1.00,0.45,7.00,186.00,2006.00,746.00,0.00,5.00,-0.94,0.42,1.41,1698.98,563.43
33B6101,0.69,1.84,0.88,0.65,6.37,0.85,0.03,3.82,0.57,0.01,1.27,0.73,0.23,21.00,172.00,2008.00,828.00,0.00,7.00,-0.94,0.42,1.31,2005.69,471.25
33B6104,0.78,0.92,0.87,0.76,1.28,0.81,0.00,NA,NA,0.01,1.28,0.50,0.09,21.00,172.00,2008.00,812.00,0.00,5.00,-0.91,0.39,1.19,2061.66,497.13
33B6202,0.81,1.90,0.88,0.80,2.55,0.82,0.00,NA,NA,0.01,1.27,0.80,0.12,21.00,175.00,2008.00,843.00,0.00,5.00,-1.04,0.50,1.09,2062.84,516.61
33B6304,0.35,1.84,0.90,0.28,5.09,0.78,0.02,1.27,1.00,0.05,3.81,0.64,0.57,1.00,184.00,2004.00,842.00,0.00,9.00,-0.70,0.14,1.63,1705.71,582.15
33B6603,0.64,1.84,0.89,0.46,2.54,0.72,0.09,5.09,0.73,0.10,6.36,0.46,0.24,21.00,175.00,2008.00,1010.00,0.00,15.00,-0.98,0.47,1.71,1781.81,505.06
33B7101,0.44,3.58,0.78,0.28,12.71,0.64,0.06,5.09,0.59,0.10,10.17,0.52,0.43,21.00,175.00,2008.00,521.00,0.00,5.00,-0.85,0.32,1.85,2109.82,291.91
33B7102,0.81,0.95,0.86,0.72,3.83,0.72,0.02,1.28,0.89,0.06,5.11,0.55,0.00,21.00,175.00,2008.00,616.00,0.00,5.00,-0.97,0.47,1.22,2077.81,439.76
33B7103,0.75,0.97,0.85,0.73,2.55,0.78,0.02,1.28,0.86,0.00,NA,NA,0.15,21.00,175.00,2008.00,600.00,0.00,7.00,-0.90,0.37,1.21,1938.38,444.95
33B7104,0.88,0.90,0.92,0.84,2.55,0.83,0.00,NA,NA,0.03,5.11,0.62,0.01,21.00,175.00,2008.00,628.00,0.00,5.00,-1.03,0.50,0.98,2205.07,412.86
33B7203,0.83,0.95,0.91,0.82,3.82,0.85,0.00,NA,NA,0.01,1.27,0.87,0.09,1.00,183.00,2004.00,923.00,0.00,9.00,-0.82,0.41,1.10,2236.77,310.79
33B7204,0.94,0.95,0.92,0.78,2.55,0.76,0.03,3.82,0.66,0.12,6.37,0.63,0.03,1.00,184.00,2004.00,519.00,0.00,7.00,-0.97,0.44,1.17,2037.22,405.66
33B7205,0.79,3.67,0.88,0.41,7.62,0.77,0.26,8.89,0.71,0.12,11.43,0.52,0.06,1.00,183.00,2004.00,910.00,0.00,7.00,-0.47,-0.05,1.76,1977.75,355.91
33B7206,0.92,0.92,0.91,0.87,2.54,0.77,0.00,NA,NA,0.05,10.16,0.52,0.03,1.00,184.00,2004.00,528.00,0.00,NA,-1.03,0.50,0.98,2090.21,331.17
33B7210,0.92,1.95,0.95,0.92,2.54,0.91,0.00,NA,NA,0.01,2.54,0.33,0.00,1.00,183.00,2004.00,944.00,0.00,5.00,-0.99,0.48,0.86,2285.54,188.11
33B7301,0.93,0.95,0.93,0.73,2.55,0.82,0.13,2.55,0.79,0.07,5.10,0.51,0.01,1.00,184.00,2004.00,654.00,0.00,5.00,-0.95,0.44,1.26,1814.35,562.78
33B7302,0.91,0.92,0.90,0.74,2.56,0.69,0.07,6.39,0.61,0.10,12.79,0.48,0.00,1.00,184.00,2004.00,541.00,0.00,16.00,-0.98,0.44,1.26,2004.15,441.05
33B7303,0.56,1.95,0.87,0.45,6.36,0.78,0.03,1.27,0.81,0.09,3.81,0.60,0.39,1.00,184.00,2004.00,553.00,0.00,7.00,-0.98,0.46,1.47,2196.40,267.57
33B7304,0.89,0.95,0.98,0.71,1.27,0.78,0.01,2.55,0.44,0.16,7.64,0.45,0.03,1.00,184.00,2004.00,612.00,0.00,5.00,-1.00,0.48,1.24,2300.71,318.79
33B7305,0.84,0.92,0.90,0.80,1.27,0.85,0.00,1.27,NA,0.04,5.10,0.61,0.00,1.00,184.00,2004.00,633.00,0.00,5.00,-0.87,0.37,1.14,1964.98,407.44
33B7306,0.58,1.84,0.84,0.52,5.10,0.75,0.02,2.55,0.63,0.04,6.37,0.47,0.23,1.00,184.00,2004.00,603.00,0.00,15.00,-0.85,0.31,1.65,2131.35,260.37
33B7307,0.79,1.84,0.88,0.62,7.65,0.80,0.09,3.82,0.64,0.08,7.65,0.49,0.03,1.00,184.00,2004.00,644.00,0.00,5.00,-0.99,0.45,1.52,1960.12,463.27
33B7308,0.91,0.92,0.94,0.80,2.54,0.78,0.01,2.54,0.58,0.09,8.90,0.53,0.00,1.00,184.00,2004.00,624.00,0.00,5.00,-0.97,0.47,1.11,2031.34,339.25
33B7403,0.87,1.84,0.93,0.67,1.27,0.77,0.05,5.10,0.66,0.16,10.19,0.51,0.07,21.00,170.00,2008.00,959.00,0.00,6.00,-0.86,0.37,1.39,2079.69,347.21
33B7405,0.77,1.95,0.90,0.76,2.54,0.86,0.00,NA,NA,0.00,1.27,0.50,0.02,21.00,170.00,2008.00,918.00,0.00,5.00,-0.84,0.28,1.17,2053.35,471.50
33B7504,0.69,1.90,0.87,0.54,5.11,0.76,0.03,2.55,0.60,0.11,8.94,0.59,0.23,7.00,189.00,2006.00,955.00,0.00,15.00,-0.88,0.35,1.53,1759.42,444.89
33B7604,0.82,1.83,0.88,0.70,6.35,0.80,0.08,6.35,0.66,0.04,7.62,0.49,0.03,12.00,183.00,2007.00,523.00,0.00,18.00,-0.85,0.36,1.40,1808.90,424.62
33B7605,0.53,1.89,0.88,0.40,3.83,0.79,0.06,1.28,0.75,0.07,7.66,0.57,0.12,12.00,183.00,2007.00,623.00,0.00,2.00,6.12,-2.37,1.89,1811.21,467.15
33B7607,0.87,1.94,0.91,0.56,3.82,0.61,0.02,6.36,0.51,0.29,15.27,0.52,0.02,12.00,183.00,2007.00,612.00,0.00,7.00,0.59,-0.52,1.43,1957.44,531.78
33B7608,0.66,1.95,0.89,0.48,5.09,0.76,0.04,3.82,0.74,0.13,10.18,0.63,0.18,12.00,183.00,2007.00,633.00,0.00,1.00,4.65,-1.69,1.71,1805.88,516.35
33B7609,0.90,0.93,0.93,0.75,1.28,0.81,0.08,2.56,0.77,0.07,6.39,0.56,0.01,12.00,183.00,2007.00,535.00,0.00,1.00,-0.89,0.43,1.21,1922.64,418.62
33C4202,0.60,4.73,0.88,0.58,7.64,0.83,0.00,1.27,-1.00,0.02,2.55,0.54,0.05,17.00,181.00,2008.00,943.00,0.00,1.00,-0.48,0.07,1.54,1625.82,456.16
33C4203,0.93,0.97,0.94,0.93,2.55,0.90,0.00,NA,NA,0.00,1.27,NA,0.00,17.00,181.00,2008.00,1023.00,0.00,5.00,-0.64,0.07,0.80,1780.39,327.90
33C4204,0.59,5.86,0.82,0.50,7.68,0.73,0.08,1.28,0.92,0.01,1.28,0.71,0.05,17.00,181.00,2008.00,952.00,0.00,1.00,-0.48,-0.05,1.76,1604.94,428.03
33C4207,0.85,0.92,0.88,0.74,1.27,0.79,0.02,2.55,0.79,0.08,6.37,0.59,0.04,17.00,181.00,2008.00,1013.00,0.00,5.00,-0.37,-0.16,1.27,1680.28,450.81
33C4406,0.65,1.95,0.93,0.50,3.83,0.89,0.13,1.28,0.92,0.03,3.83,0.55,0.14,19.00,181.00,2008.00,553.00,0.00,7.00,-0.97,0.45,1.64,1661.89,504.98
33C5106,0.98,0.90,0.97,0.86,2.55,0.76,0.00,NA,NA,0.12,3.83,0.50,0.00,19.00,181.00,2008.00,614.00,0.00,5.00,-1.02,0.47,0.90,2167.97,402.22
33C5107,0.83,1.00,0.89,0.50,6.36,0.68,0.06,3.81,0.71,0.27,13.98,0.55,0.05,19.00,181.00,2008.00,538.00,0.00,7.00,-0.52,0.09,1.56,1716.93,437.93
33C5110,0.72,0.92,0.89,0.59,2.54,0.74,0.07,3.81,0.85,0.07,11.44,0.42,0.14,19.00,181.00,2008.00,529.00,0.00,17.00,-0.72,0.18,1.62,1802.49,446.64
33C5111,0.66,0.97,0.91,0.49,2.55,0.78,0.03,1.27,0.85,0.15,6.36,0.68,0.26,19.00,181.00,2008.00,519.00,0.00,1.00,-0.89,0.34,1.56,1862.58,427.46
33C5114,0.96,0.95,0.96,0.86,1.28,0.82,0.00,NA,NA,0.11,11.49,0.54,0.00,19.00,181.00,2008.00,510.00,0.00,5.00,-1.03,0.48,0.93,2103.20,398.06
33C5201,0.82,1.84,0.91,0.62,6.37,0.73,0.13,1.27,0.76,0.07,6.37,0.40,0.04,19.00,179.00,2008.00,554.00,0.00,7.00,-1.02,0.47,1.49,1879.03,465.34
33C5204,0.78,0.94,0.87,0.56,5.09,0.77,0.12,3.81,0.69,0.10,6.36,0.53,0.05,19.00,179.00,2008.00,542.00,0.00,7.00,-0.85,0.31,1.59,1812.66,576.46
33C5302,0.79,2.00,0.89,0.62,6.36,0.74,0.03,2.55,0.73,0.14,8.91,0.56,0.00,7.00,187.00,2006.00,641.00,1.00,5.00,-0.86,0.31,1.42,2059.55,182.15
33C5303,0.99,0.92,0.98,0.78,3.81,0.70,0.03,2.54,0.67,0.19,13.98,0.41,0.00,7.00,187.00,2006.00,701.00,0.00,5.00,-0.96,0.43,1.05,2208.69,262.31
33C5305,0.97,0.95,0.96,0.93,1.28,0.87,0.00,NA,NA,0.04,3.83,0.55,0.00,7.00,187.00,2006.00,733.00,0.00,5.00,-1.01,0.49,0.78,2160.47,441.62
33C5306,0.89,0.95,0.93,0.85,2.55,0.88,0.00,1.27,0.50,0.03,2.55,0.73,0.00,7.00,187.00,2006.00,709.00,0.00,5.00,-1.03,0.50,1.02,2055.73,554.40
33C5308,1.00,0.95,0.99,0.78,2.56,0.79,0.04,2.56,0.80,0.17,16.62,0.46,0.00,7.00,187.00,2006.00,652.00,0.00,5.00,-1.01,0.49,1.04,2184.84,182.41
33C5309,0.98,0.95,0.97,0.94,1.27,0.88,0.00,1.27,1.00,0.04,3.82,0.55,0.00,7.00,187.00,2006.00,721.00,1.00,5.00,-1.03,0.50,0.79,2093.84,537.97
33C5312,0.94,0.94,0.93,0.69,2.55,0.72,0.10,6.36,0.68,0.15,12.73,0.50,0.00,7.00,187.00,2006.00,622.00,1.00,5.00,-0.99,0.48,1.28,2051.80,222.60
33C5402,0.98,0.98,0.96,0.92,1.27,0.87,0.00,NA,NA,0.06,12.74,0.40,0.00,7.00,187.00,2006.00,600.00,0.00,5.00,-1.03,0.48,0.84,2170.44,129.60
33C5403,0.86,0.95,0.87,0.63,3.81,0.71,0.09,5.09,0.63,0.15,20.34,0.50,0.00,7.00,187.00,2006.00,541.00,0.00,7.00,-0.98,0.43,1.51,2080.80,155.75
33C5404,0.94,0.97,0.93,0.83,2.55,0.71,0.00,1.27,1.00,0.11,14.00,0.35,0.00,7.00,187.00,2006.00,550.00,0.00,6.00,-0.97,0.41,1.05,2131.08,101.50
33C5407,0.95,0.94,0.94,0.77,2.55,0.81,0.04,6.37,0.58,0.13,6.37,0.63,0.00,7.00,187.00,2006.00,516.00,0.00,7.00,-1.00,0.44,1.16,1970.71,310.60
33C5408,0.94,0.95,0.94,0.75,2.55,0.77,0.08,3.83,0.83,0.10,10.21,0.50,0.00,7.00,187.00,2006.00,532.00,0.00,5.00,-1.05,0.51,1.18,2084.23,165.23
33C5410,0.80,1.95,0.86,0.64,5.09,0.75,0.04,5.09,0.54,0.12,8.90,0.56,0.00,7.00,187.00,2006.00,524.00,0.00,7.00,-0.76,0.17,1.45,1990.44,236.72
33C5502,0.96,0.97,0.93,0.80,3.81,0.82,0.07,2.54,0.81,0.09,11.44,0.41,0.00,7.00,187.00,2006.00,802.00,0.00,5.00,-0.87,0.31,1.13,1785.07,432.43
33C5503,0.94,0.95,0.94,0.73,5.10,0.75,0.03,2.55,0.73,0.18,10.19,0.58,0.00,7.00,187.00,2006.00,901.00,0.00,7.00,-0.68,0.07,1.17,1987.37,345.03
33C5504,0.87,0.97,0.86,0.82,1.28,0.75,0.00,NA,NA,0.04,6.38,0.52,0.00,7.00,187.00,2006.00,815.00,0.00,5.00,-0.82,0.25,1.05,1836.78,421.67
33C5505,0.97,1.84,0.96,0.73,5.09,0.76,0.08,10.18,0.49,0.16,16.55,0.41,0.00,7.00,187.00,2006.00,853.00,0.00,7.00,-0.91,0.34,1.20,1852.90,417.46
33C5506,0.95,0.92,0.94,0.69,2.55,0.75,0.00,NA,NA,0.25,7.65,0.66,0.00,7.00,187.00,2006.00,844.00,0.00,7.00,-0.99,0.43,1.16,1809.82,513.94
33C5507,0.73,1.83,0.83,0.52,6.34,0.77,0.16,7.61,0.79,0.05,10.15,0.45,0.00,7.00,187.00,2006.00,746.00,0.00,7.00,-0.35,-0.05,1.65,1677.43,414.92
33C5508,0.76,3.90,0.90,0.56,6.39,0.73,0.01,1.28,0.60,0.18,10.23,0.68,0.00,7.00,187.00,2006.00,909.00,0.00,5.00,-1.07,0.52,1.37,2260.04,310.93
33C5510,0.84,0.97,0.87,0.51,5.10,0.64,0.05,3.83,0.62,0.27,10.21,0.62,0.00,7.00,187.00,2006.00,829.00,0.00,5.00,-0.81,0.24,1.54,1686.70,366.06
33C5601,0.91,1.90,0.92,0.81,2.55,0.81,0.00,NA,NA,0.10,5.11,0.68,0.00,19.00,181.00,2008.00,954.00,1.00,5.00,-0.94,0.37,1.06,1972.45,282.02
33C5602,0.94,0.95,0.95,0.92,1.28,0.88,0.00,NA,NA,0.02,3.83,0.51,0.00,19.00,181.00,2008.00,920.00,0.00,5.00,-0.98,0.41,0.84,2008.20,325.28
33C5603,0.89,0.95,0.92,0.85,1.27,0.85,0.00,NA,NA,0.04,5.09,0.61,0.00,19.00,181.00,2008.00,943.00,0.00,5.00,-1.07,0.52,0.95,2203.01,565.29
33C5604,0.86,0.92,0.91,0.71,3.81,0.79,0.00,NA,NA,0.15,5.08,0.73,0.00,19.00,181.00,2008.00,852.00,1.00,5.00,-1.03,0.48,1.25,2236.93,396.11
33C6104,0.87,0.92,0.89,0.70,2.54,0.72,0.04,1.27,0.84,0.12,7.61,0.56,0.03,7.00,186.00,2006.00,656.00,0.00,7.00,-1.00,0.48,1.30,2050.01,510.39
33C6201,0.97,0.92,0.98,0.60,7.65,0.64,0.04,5.10,0.72,0.33,12.74,0.50,0.00,21.00,181.00,2008.00,550.00,1.00,7.00,-1.05,0.51,1.26,2228.13,155.40
33C6202,0.59,3.69,0.84,0.48,6.39,0.68,0.00,NA,NA,0.11,12.77,0.50,0.00,21.00,181.00,2008.00,542.00,0.00,5.00,-1.05,0.51,1.52,2245.66,286.67
33C6205,0.91,0.92,0.92,0.29,8.91,0.64,0.21,8.91,0.76,0.40,6.36,0.58,0.00,21.00,181.00,2008.00,607.00,1.00,7.00,-1.05,0.51,1.55,2259.47,214.86
33C6207,0.89,1.95,0.95,0.68,5.10,0.72,0.00,NA,NA,0.21,7.65,0.55,0.00,21.00,181.00,2008.00,526.00,0.00,5.00,-1.03,0.50,1.20,2242.86,309.76
33C6301,0.80,0.95,0.84,0.79,2.55,0.77,0.00,NA,NA,0.00,NA,NA,0.00,7.00,186.00,2006.00,509.00,0.00,5.00,-0.89,0.43,1.09,1822.67,454.50
33C6402,0.82,1.89,0.87,0.78,2.54,0.78,0.00,NA,NA,0.04,7.61,0.60,0.04,21.00,181.00,2008.00,645.00,0.00,7.00,-0.95,0.42,1.15,2200.65,377.98
33C6403,0.80,0.92,0.88,0.72,2.54,0.79,0.01,1.27,0.40,0.07,5.09,0.68,0.11,21.00,181.00,2008.00,726.00,0.00,5.00,-0.58,0.08,1.30,2001.35,282.18
33C6406,0.50,2.92,0.82,0.33,11.45,0.65,0.01,2.55,0.72,0.15,8.91,0.60,0.39,21.00,181.00,2008.00,714.00,0.00,7.00,-0.69,0.13,1.62,2013.58,324.82
33C6501,0.85,0.90,0.89,0.81,3.81,0.79,0.00,NA,NA,0.05,2.54,0.58,0.00,21.00,181.00,2008.00,949.00,0.00,5.00,-0.97,0.47,1.10,1779.92,555.87
33C6504,0.93,1.84,0.94,0.85,5.09,0.78,0.00,NA,NA,0.09,5.09,0.52,0.00,21.00,181.00,2008.00,1000.00,0.00,7.00,-0.91,0.38,1.02,1696.69,565.23
33C6508,0.86,2.92,0.89,0.85,3.81,0.84,0.00,NA,NA,0.01,1.27,0.37,0.00,21.00,181.00,2008.00,928.00,0.00,5.00,-1.03,0.50,1.00,1894.26,614.97
33C6510,0.90,1.84,0.93,0.80,2.54,0.74,0.01,5.09,0.16,0.10,11.44,0.54,0.00,21.00,181.00,2008.00,903.00,0.00,7.00,-0.98,0.43,1.14,1665.18,523.74
33C6602,0.95,0.92,0.95,0.50,5.09,0.85,0.33,1.27,0.90,0.12,8.91,0.52,0.00,21.00,181.00,2008.00,739.00,0.00,7.00,-0.64,0.12,1.41,1836.44,409.63
33C6604,0.50,5.00,0.84,0.44,5.10,0.82,0.03,3.82,0.62,0.02,5.10,0.52,0.44,21.00,181.00,2008.00,851.00,1.00,5.00,-0.84,0.35,1.40,1998.03,385.86
33C6605,0.92,0.92,0.95,0.82,2.54,0.89,0.04,2.54,0.79,0.06,5.09,0.62,0.05,21.00,181.00,2008.00,755.00,0.00,5.00,-0.91,0.40,1.14,1843.64,452.67
33C6606,0.98,0.97,0.97,0.89,1.28,0.82,0.00,NA,NA,0.09,10.21,0.47,0.00,21.00,181.00,2008.00,815.00,0.00,5.00,-1.04,0.50,0.87,2101.05,556.63
33C7101,0.91,0.97,0.94,0.74,3.82,0.76,0.03,3.82,0.62,0.14,12.73,0.59,0.00,7.00,189.00,2006.00,927.00,0.00,5.00,-1.06,0.51,1.19,1787.62,599.13
33C7103,0.76,2.84,0.87,0.67,6.37,0.82,0.04,1.27,0.83,0.04,3.82,0.57,0.13,7.00,189.00,2006.00,833.00,0.00,6.00,-0.78,0.26,1.45,1813.89,529.58
33C7104,0.59,4.86,0.81,0.40,10.19,0.63,0.12,3.82,0.68,0.08,5.10,0.53,0.28,7.00,189.00,2006.00,809.00,0.00,6.00,-0.79,0.23,1.73,1799.79,486.39
33C7105,0.76,1.79,0.92,0.73,5.09,0.84,0.00,NA,NA,0.03,2.55,0.55,0.02,7.00,189.00,2006.00,757.00,0.00,5.00,-1.02,0.49,1.23,2162.78,451.53
33C7106,0.94,0.90,0.93,0.83,1.28,0.85,0.04,1.28,0.93,0.08,3.84,0.69,0.00,7.00,189.00,2006.00,822.00,0.00,6.00,-1.02,0.50,1.06,1983.84,559.59
33C7107,0.55,2.84,0.95,0.41,5.09,0.84,0.02,2.55,0.89,0.12,5.09,0.66,0.19,7.00,189.00,2006.00,905.00,0.00,7.00,-1.00,0.48,1.73,1718.09,581.00
33C7206,0.66,0.90,0.83,0.64,1.27,0.73,0.00,NA,NA,0.03,3.81,0.44,0.18,4.00,181.00,2008.00,932.00,0.00,5.00,-0.90,0.42,1.35,2107.55,448.63
33C7207,0.85,0.95,0.91,0.65,3.82,0.78,0.04,8.92,0.30,0.16,8.92,0.58,0.06,4.00,181.00,2008.00,959.00,0.00,5.00,-0.70,0.23,1.44,2186.93,525.70
33C7302,0.87,0.94,0.89,0.72,5.08,0.77,0.03,5.08,0.65,0.11,10.16,0.55,0.00,7.00,189.00,2006.00,703.00,0.00,5.00,-0.51,-0.06,1.33,1778.47,435.65
33C7303,0.96,1.84,0.96,0.91,2.54,0.87,0.00,NA,NA,0.05,6.36,0.61,0.00,7.00,189.00,2006.00,551.00,0.00,4.00,-1.04,0.50,0.84,2047.37,354.86
33C7305,0.75,2.84,0.87,0.63,6.36,0.75,0.04,2.54,0.78,0.07,5.09,0.58,0.01,7.00,189.00,2006.00,559.00,0.00,5.00,-0.79,0.27,1.53,1860.40,323.06
33C7308,0.75,0.97,0.92,0.59,5.09,0.81,0.04,5.09,0.65,0.12,8.90,0.75,0.08,7.00,189.00,2006.00,712.00,0.00,12.00,-0.45,-0.05,1.64,1787.89,345.52
33C7309,0.87,0.95,0.91,0.84,1.28,0.83,0.00,NA,NA,0.03,2.55,0.55,0.03,7.00,189.00,2006.00,843.00,0.00,5.00,-0.80,0.39,1.02,1985.29,477.92
33C7401,0.89,0.92,0.89,0.85,3.81,0.79,0.00,NA,NA,0.04,3.81,0.43,0.00,4.00,181.00,2008.00,831.00,0.00,5.00,-1.03,0.50,1.00,1740.01,562.23
33C7404,0.91,0.97,0.95,0.77,5.09,0.85,0.06,3.82,0.75,0.08,14.00,0.48,0.00,4.00,181.00,2008.00,841.00,0.00,15.00,-1.03,0.50,1.19,1862.09,555.56
33C7405,0.71,2.00,0.83,0.64,3.81,0.77,0.04,5.09,0.56,0.03,6.36,0.52,0.00,4.00,181.00,2008.00,900.00,0.00,7.00,-0.90,0.39,1.43,1894.87,343.39
33C7407,0.92,0.90,0.93,0.81,1.27,0.79,0.05,2.54,0.71,0.06,5.08,0.56,0.00,4.00,181.00,2008.00,851.00,0.00,5.00,-1.03,0.50,1.12,1894.47,504.84
33C7408,0.74,1.89,0.91,0.42,8.93,0.79,0.26,2.55,0.84,0.05,7.65,0.44,0.08,4.00,181.00,2008.00,910.00,0.00,5.00,-0.92,0.43,1.73,1910.02,356.21
33C7502,0.82,1.84,0.89,0.80,1.27,0.81,0.00,NA,NA,0.03,5.09,0.43,0.00,7.00,189.00,2006.00,616.00,0.00,5.00,-0.34,-0.13,1.16,1588.16,591.75
33C7505,0.78,1.90,0.89,0.74,2.55,0.78,0.00,NA,NA,0.04,8.92,0.44,0.00,7.00,189.00,2006.00,637.00,0.00,5.00,-0.68,0.11,1.28,1678.47,608.14
33C7506,0.64,1.84,0.90,0.61,3.82,0.83,0.00,1.27,1.00,0.03,5.10,0.54,0.00,7.00,189.00,2006.00,542.00,0.00,5.00,-0.88,0.30,1.40,1967.50,312.01
33C7507,0.94,0.94,0.92,0.51,6.34,0.88,0.33,3.81,0.82,0.10,12.68,0.47,0.00,7.00,189.00,2006.00,530.00,0.00,1.00,-0.70,0.15,1.43,1723.17,414.83
33C7508,0.68,0.92,0.84,0.53,7.63,0.70,0.07,5.09,0.65,0.08,8.90,0.65,0.10,7.00,189.00,2006.00,522.00,0.00,15.00,1.10,-0.98,1.68,1508.40,384.16
33C7509,0.75,0.92,0.86,0.74,1.27,0.77,0.00,NA,NA,0.02,1.27,0.70,0.01,7.00,189.00,2006.00,626.00,0.00,5.00,0.85,-0.29,1.25,1588.75,721.49
33C7601,0.91,0.94,0.91,0.85,1.27,0.84,0.02,2.54,0.65,0.04,5.07,0.58,0.00,4.00,181.00,2008.00,804.00,0.00,5.00,-0.98,0.47,1.02,1604.01,599.82
33C7604,0.85,0.97,0.92,0.75,1.27,0.86,0.08,1.27,0.90,0.02,3.81,0.40,0.00,4.00,181.00,2008.00,743.00,0.00,15.00,-0.87,0.35,1.27,1524.65,631.69
33C7605,0.91,1.95,0.94,0.90,2.55,0.89,0.00,1.28,1.00,0.01,1.28,0.86,0.00,4.00,181.00,2008.00,813.00,0.00,5.00,-1.04,0.50,0.85,1637.52,583.50
33C7609,0.88,0.97,0.92,0.75,3.83,0.84,0.09,3.83,0.82,0.03,3.83,0.52,0.00,4.00,181.00,2008.00,753.00,0.00,6.00,-0.88,0.39,1.26,1512.31,565.91
33C7611,0.94,1.89,0.95,0.87,2.55,0.88,0.04,1.28,0.83,0.02,2.55,0.76,0.00,4.00,181.00,2008.00,822.00,0.00,5.00,-1.02,0.49,0.98,1716.75,583.35
33D4203,0.95,0.95,0.94,0.77,2.55,0.75,0.02,2.55,0.62,0.16,19.14,0.47,0.00,19.00,181.00,2008.00,743.00,1.00,5.00,-1.01,0.46,1.12,2170.92,243.41
33D4204,0.96,0.92,0.95,0.83,1.27,0.74,0.00,NA,NA,0.13,10.18,0.50,0.00,19.00,181.00,2008.00,753.00,0.00,5.00,-1.05,0.51,0.97,2153.16,251.66
33D4401,0.98,0.90,0.98,0.95,2.54,0.90,0.00,NA,NA,0.04,6.36,0.61,0.00,19.00,180.00,2008.00,628.00,0.00,5.00,-1.06,0.51,0.73,1746.99,608.83
33D4402,0.89,0.92,0.93,0.79,2.54,0.87,0.03,2.54,0.75,0.07,6.36,0.66,0.00,19.00,180.00,2008.00,639.00,1.00,7.00,-1.06,0.51,1.11,1586.47,666.69
33D4403,0.90,0.93,0.94,0.82,2.55,0.91,0.01,1.28,0.88,0.06,5.10,0.70,0.00,19.00,180.00,2008.00,659.00,0.00,5.00,-1.05,0.51,1.04,1547.69,762.55
33D4405,0.80,1.83,0.89,0.60,8.88,0.79,0.02,3.81,0.43,0.18,5.07,0.72,0.00,19.00,180.00,2008.00,711.00,0.00,1.00,-0.79,0.23,1.45,1446.98,672.66
33D4406,0.91,0.97,0.93,0.88,1.27,0.86,0.00,NA,NA,0.03,3.81,0.48,0.00,19.00,180.00,2008.00,649.00,0.00,5.00,-1.06,0.51,0.91,1685.23,750.57
