LID,TYPE40,PD40,CL40,TYPE41,PD41,CL41,TYPE42,PD42,CL42,TYPE43,PD43,CL43,TYPE80,obscode,Dia,Ano,Start,LULC,habitat,MQCOMP1,MQCOMP2,SHDI,ELEV_MEAN,ELEV_RANGE
28D3201,0.45,4.74,0.70,0.45,7.65,0.64,0.00,NA,NA,0.00,NA,NA,0.00,11.00,171.00,2006.00,706.00,0.00,15.00,-0.65,0.08,1.61,1068.54,44.10
28D3301,0.85,0.90,0.89,0.85,1.27,0.81,0.00,NA,NA,0.00,NA,NA,0.06,11.00,171.00,2006.00,634.00,0.00,5.00,-0.46,-0.05,0.99,1297.93,66.20
28D3305,0.51,2.00,0.89,0.50,3.82,0.84,0.01,1.27,0.70,0.00,NA,NA,0.42,11.00,171.00,2006.00,541.00,0.00,5.00,-0.62,0.14,1.46,1191.23,234.32
28D3307,0.55,5.84,0.88,0.36,12.71,0.69,0.16,7.63,0.71,0.03,5.09,0.52,0.40,11.00,171.00,2006.00,610.00,0.00,7.00,-0.46,0.03,1.68,1170.81,184.74
28D3308,0.67,1.83,0.81,0.59,3.81,0.70,0.08,2.54,0.72,0.01,2.54,0.25,0.26,11.00,171.00,2006.00,552.00,0.00,1.00,-0.23,-0.16,1.51,1226.33,147.69
28D3401,0.45,3.79,0.87,0.46,7.64,0.86,0.00,NA,NA,0.00,NA,NA,0.44,12.00,180.00,2007.00,614.00,0.00,2.00,0.16,0.47,1.53,1281.33,71.32
28D3403,0.75,0.92,0.90,0.75,1.27,0.87,0.00,NA,NA,0.00,NA,NA,0.21,12.00,180.00,2007.00,638.00,0.00,5.00,-0.72,0.20,1.20,1323.69,41.22
28D3503,0.62,1.84,0.83,0.60,6.36,0.75,0.01,2.54,0.40,0.00,1.27,0.75,0.33,12.00,181.00,2007.00,838.00,0.00,15.00,-0.58,0.12,1.38,1279.90,153.86
28D3607,0.83,0.92,0.91,0.82,3.83,0.83,0.00,NA,NA,0.01,1.28,0.87,0.08,19.00,158.00,2009.00,940.00,0.00,5.00,-0.50,0.01,1.10,1290.35,74.71
28D3608,0.75,2.78,0.88,0.76,5.11,0.84,0.00,NA,NA,0.00,NA,NA,0.19,19.00,158.00,2009.00,1010.00,0.00,1.00,-0.70,0.18,1.18,1336.97,99.58
28D4101,0.62,0.90,0.86,0.62,1.27,0.82,0.00,NA,NA,0.00,NA,NA,0.31,11.00,175.00,2006.00,940.00,0.00,1.00,0.34,-0.30,1.32,1296.80,220.92
28D4107,0.37,3.90,0.86,0.37,7.66,0.85,0.00,NA,NA,0.00,NA,NA,0.14,11.00,175.00,2006.00,951.00,0.00,1.00,9.33,0.01,1.74,1385.35,72.46
28D4303,0.72,4.73,0.87,0.70,3.82,0.78,0.01,2.55,0.66,0.01,1.27,0.70,0.15,22.00,185.00,2008.00,707.00,0.00,5.00,-0.47,0.02,1.43,1176.70,108.66
28D4308,0.64,0.97,0.79,0.64,1.27,0.75,0.00,1.27,0.50,0.00,NA,NA,0.11,22.00,185.00,2008.00,813.00,0.00,7.00,0.88,-0.47,1.49,1124.60,154.81
28D4501,0.80,3.69,0.91,0.76,2.55,0.83,0.03,1.28,0.66,0.01,1.28,0.87,0.12,19.00,162.00,2009.00,551.00,3.00,15.00,-0.60,-0.02,1.23,1280.04,44.38
28D4502,0.59,4.61,0.84,0.57,6.35,0.75,0.02,3.81,0.49,0.00,NA,NA,0.34,22.00,184.00,2008.00,1031.00,0.00,5.00,-0.59,0.01,1.42,1285.81,37.93
28D4503,0.84,0.95,0.91,0.83,1.27,0.87,0.00,1.27,1.00,0.00,NA,NA,0.02,22.00,183.00,2008.00,1050.00,0.00,5.00,-0.66,0.12,1.08,1338.26,40.62
28D4507,0.81,2.76,0.91,0.81,3.82,0.85,0.01,2.55,0.57,0.00,NA,NA,0.11,22.00,184.00,2008.00,1052.00,0.00,5.00,-0.60,0.04,1.11,1314.14,102.36
28D4512,0.67,1.84,0.82,0.66,2.55,0.76,0.00,NA,NA,0.00,NA,NA,0.21,19.00,162.00,2009.00,614.00,0.00,1.00,-0.15,-0.17,1.38,1270.84,107.27
29A4403,0.85,3.67,0.88,0.77,5.09,0.74,0.01,5.09,0.50,0.07,7.63,0.50,0.02,19.00,167.00,2007.00,753.00,0.00,1.00,-0.53,0.08,1.24,1307.89,97.08
29A4404,0.65,1.89,0.92,0.47,3.82,0.83,0.01,7.64,0.30,0.17,6.36,0.78,0.28,19.00,167.00,2007.00,742.00,0.00,2.00,-0.38,0.03,1.55,1283.34,114.82
29A5103,0.70,1.80,0.90,0.61,5.11,0.79,0.08,5.11,0.61,0.01,1.28,0.75,0.11,6.00,182.00,2004.00,940.00,0.00,5.00,-0.47,0.04,1.54,1468.79,84.65
29A5203,0.47,4.59,0.86,0.46,7.63,0.83,0.00,NA,NA,0.00,NA,NA,0.19,6.00,183.00,2004.00,743.00,0.00,15.00,1.10,-1.38,1.58,1470.29,129.36
29A5209,0.47,3.59,0.84,0.35,11.47,0.69,0.07,6.37,0.70,0.05,2.55,0.75,0.33,6.00,183.00,2004.00,849.00,0.00,15.00,3.32,-1.43,1.95,1316.26,132.72
29A5306,0.51,2.92,0.86,0.41,10.16,0.77,0.07,3.81,0.67,0.04,3.81,0.55,0.38,19.00,167.00,2007.00,852.00,0.00,1.00,-0.65,0.16,1.79,1431.84,163.15
29A5401,0.51,4.60,0.77,0.50,7.64,0.70,0.01,1.27,0.62,0.00,NA,NA,0.27,6.00,184.00,2004.00,720.00,0.00,15.00,-0.30,-0.25,1.69,1564.66,124.37
29A5405,0.66,4.60,0.83,0.60,8.87,0.74,0.07,2.53,0.85,0.00,NA,NA,0.06,6.00,184.00,2004.00,702.00,0.00,5.00,-0.31,-0.18,1.62,1430.53,200.18
29A5505,0.60,3.80,0.84,0.54,3.84,0.83,0.01,1.28,0.70,0.04,2.56,0.80,0.27,19.00,181.00,2007.00,525.00,0.00,9.00,-0.41,-0.07,1.61,1479.25,170.06
29A5506,0.74,3.80,0.87,0.72,3.83,0.79,0.03,2.55,0.88,0.00,NA,NA,0.22,19.00,172.00,2007.00,850.00,0.00,1.00,-0.51,0.11,1.27,1393.84,198.86
29A5604,0.77,0.93,0.92,0.73,1.28,0.85,0.03,3.83,0.60,0.01,1.28,0.57,0.12,19.00,172.00,2007.00,829.00,0.00,1.00,-0.83,0.35,1.36,1369.21,258.60
29A6109,0.65,0.97,0.84,0.57,2.54,0.80,0.08,3.81,0.65,0.01,1.27,0.66,0.06,19.00,163.00,2007.00,954.00,0.00,1.00,0.20,-0.82,1.59,1367.61,90.09
29A6201,0.42,1.79,0.86,0.42,2.54,0.83,0.00,NA,NA,0.00,NA,NA,0.49,19.00,163.00,2007.00,744.00,3.00,1.00,-0.53,0.00,1.51,1380.82,117.14
29A6204,0.83,3.67,0.93,0.82,3.81,0.91,0.00,NA,NA,0.01,1.27,0.92,0.11,19.00,163.00,2007.00,824.00,0.00,5.00,-0.83,0.35,1.09,1443.30,253.08
29A6205,0.58,1.94,0.91,0.50,3.82,0.81,0.05,3.82,0.66,0.03,1.27,0.81,0.37,19.00,163.00,2007.00,843.00,0.00,1.00,-0.41,0.10,1.49,1434.04,246.82
29A6208,0.66,3.70,0.85,0.61,6.38,0.80,0.02,2.55,0.70,0.04,3.83,0.63,0.17,19.00,163.00,2007.00,811.00,0.00,5.00,-0.82,0.31,1.58,1467.28,162.24
29A6401,0.71,0.92,0.86,0.53,2.55,0.73,0.17,6.37,0.62,0.02,1.27,0.82,0.20,19.00,164.00,2007.00,659.00,0.00,5.00,-0.82,0.29,1.56,1375.45,167.93
29A6407,0.68,0.92,0.86,0.49,5.09,0.75,0.14,3.82,0.71,0.04,3.82,0.59,0.14,19.00,164.00,2007.00,543.00,0.00,5.00,-0.77,0.32,1.79,1349.73,108.98
29A6605,0.69,0.90,0.89,0.65,1.27,0.84,0.00,NA,NA,0.04,3.82,0.48,0.13,11.00,180.00,2006.00,607.00,0.00,2.00,-0.49,0.21,1.58,1266.16,145.64
29A7102,0.56,1.84,0.87,0.50,5.10,0.82,0.05,5.10,0.71,0.01,2.55,0.52,0.06,11.00,165.00,2006.00,923.00,0.00,15.00,-0.50,-0.04,1.73,1307.82,177.90
29A7201,0.69,3.90,0.84,0.68,7.65,0.80,0.01,1.27,0.80,0.00,NA,NA,0.15,11.00,179.00,2006.00,634.00,0.00,5.00,-0.67,0.18,1.41,1620.34,178.06
29A7204,0.73,0.95,0.83,0.51,7.65,0.72,0.13,7.65,0.65,0.08,5.10,0.53,0.11,11.00,179.00,2006.00,610.00,0.00,5.00,-0.70,0.21,1.72,1507.93,109.39
29A7208,0.59,1.84,0.89,0.55,3.81,0.84,0.04,5.09,0.57,0.00,NA,NA,0.37,11.00,179.00,2006.00,551.00,0.00,5.00,-0.66,0.17,1.42,1612.62,124.41
29A7307,0.59,1.84,0.91,0.46,3.82,0.77,0.12,1.27,0.71,0.01,1.27,0.90,0.32,19.00,164.00,2007.00,745.00,0.00,5.00,-0.49,0.01,1.69,1413.04,178.26
29A7309,0.61,1.85,0.87,0.55,2.55,0.82,0.04,7.65,0.51,0.03,2.55,0.43,0.29,19.00,164.00,2007.00,821.00,0.00,5.00,-0.84,0.33,1.49,1562.09,183.83
29A7405,0.82,1.89,0.91,0.75,2.55,0.82,0.07,2.55,0.74,0.00,NA,NA,0.08,19.00,164.00,2007.00,1028.00,0.00,5.00,-0.80,0.29,1.30,1561.64,151.99
29A7408,0.54,3.67,0.77,0.23,8.90,0.71,0.25,8.90,0.63,0.07,3.81,0.68,0.06,19.00,164.00,2007.00,914.00,0.00,1.00,-0.86,0.35,1.93,1445.61,87.58
29A7602,0.46,3.69,0.81,0.36,5.10,0.77,0.04,2.55,0.71,0.04,5.10,0.63,0.15,11.00,179.00,2006.00,822.00,0.00,15.00,-0.82,0.33,1.97,1356.90,50.50
29A7606,0.67,2.00,0.89,0.59,5.09,0.82,0.05,3.81,0.65,0.03,1.27,0.77,0.14,11.00,179.00,2006.00,946.00,0.00,7.00,-0.90,0.39,1.59,1366.15,72.70
29B4203,0.69,1.90,0.87,0.65,2.55,0.81,0.03,2.55,0.78,0.00,NA,NA,0.22,6.00,170.00,2004.00,921.00,0.00,15.00,-0.33,0.01,1.36,1371.83,103.40
29B4204,0.51,2.76,0.88,0.49,5.09,0.84,0.02,1.27,0.89,0.00,NA,NA,0.34,6.00,170.00,2004.00,830.00,0.00,5.00,-0.60,0.12,1.64,1436.10,69.12
29B4405,0.47,2.92,0.87,0.39,3.82,0.78,0.08,5.10,0.72,0.00,NA,NA,0.49,22.00,188.00,2008.00,1005.00,0.00,5.00,-0.50,0.07,1.59,1254.81,84.86
29B4604,0.78,0.92,0.92,0.69,2.55,0.81,0.08,3.82,0.59,0.01,1.27,0.52,0.17,6.00,152.00,2004.00,804.00,0.00,5.00,-0.50,0.05,1.39,1313.06,213.01
29B4605,0.52,1.90,0.92,0.44,3.83,0.83,0.07,6.38,0.72,0.01,2.55,0.40,0.23,6.00,152.00,2004.00,911.00,0.00,5.00,1.05,-0.65,1.74,1412.63,122.28
29B5106,0.55,2.92,0.73,0.46,6.36,0.70,0.06,2.54,0.69,0.02,3.81,0.51,0.17,22.00,190.00,2008.00,1031.00,0.00,7.00,-0.47,0.14,1.81,1208.98,278.59
29B5107,0.81,0.93,0.92,0.81,1.28,0.89,0.00,NA,NA,0.00,NA,NA,0.12,22.00,191.00,2008.00,1005.00,0.00,5.00,-0.07,-0.03,1.09,1481.42,134.45
29B5201,0.46,3.80,0.84,0.34,6.38,0.69,0.12,6.38,0.65,0.01,3.83,0.50,0.31,6.00,154.00,2004.00,546.00,0.00,5.00,0.37,-0.85,1.85,1354.32,239.99
29B5205,0.74,2.76,0.84,0.31,3.81,0.72,0.42,5.09,0.76,0.01,2.54,0.46,0.13,6.00,154.00,2004.00,627.00,0.00,1.00,-0.92,0.44,1.67,1267.78,125.63
29B5301,0.57,5.52,0.82,0.57,7.64,0.77,0.00,NA,NA,0.00,1.27,0.75,0.19,22.00,190.00,2008.00,808.00,0.00,2.00,4.09,-1.14,1.59,1261.10,162.19
29B5310,0.77,0.94,0.88,0.52,5.10,0.75,0.25,5.10,0.84,0.00,NA,NA,0.14,19.00,166.00,2009.00,958.00,0.00,2.00,-0.41,-0.13,1.53,1238.97,77.05
29B5402,0.59,5.68,0.82,0.55,8.91,0.76,0.02,5.09,0.51,0.03,2.55,0.78,0.24,22.00,190.00,2008.00,615.00,0.00,5.00,0.84,-0.36,1.69,1182.11,153.92
29B5403,0.83,2.85,0.90,0.67,5.10,0.84,0.11,2.55,0.92,0.04,6.38,0.40,0.02,22.00,190.00,2008.00,656.00,0.00,17.00,-1.01,0.49,1.40,1187.00,135.45
29B5506,0.55,5.54,0.85,0.47,7.66,0.73,0.07,5.11,0.68,0.02,3.83,0.57,0.38,22.00,190.00,2008.00,524.00,0.00,7.00,-0.51,0.04,1.62,1411.19,218.99
29B5604,0.42,5.69,0.83,0.41,7.65,0.79,0.00,NA,NA,0.00,NA,NA,0.34,6.00,153.00,2004.00,655.00,0.00,9.00,2.87,-1.30,1.75,1034.49,130.69
29B5606,0.74,2.92,0.88,0.71,5.10,0.81,0.00,NA,NA,0.03,6.37,0.58,0.20,6.00,153.00,2004.00,711.00,0.00,11.00,-0.59,0.17,1.30,1343.75,209.85
29B6102,0.63,2.83,0.86,0.45,5.09,0.81,0.17,5.09,0.82,0.01,3.81,0.40,0.27,19.00,181.00,2007.00,722.00,0.00,5.00,-0.91,0.42,1.74,1224.45,173.79
29B6105,0.54,1.94,0.89,0.45,3.82,0.79,0.07,5.10,0.74,0.02,3.82,0.59,0.32,19.00,181.00,2007.00,711.00,3.00,5.00,-0.65,0.11,1.81,1197.83,163.86
29B6107,0.68,1.89,0.91,0.58,2.55,0.81,0.06,5.09,0.68,0.05,5.09,0.54,0.23,19.00,181.00,2007.00,1005.00,0.00,1.00,0.24,-0.29,1.64,1249.25,181.95
29B6304,0.55,2.76,0.78,0.49,6.38,0.70,0.02,2.55,0.78,0.04,7.65,0.53,0.25,19.00,181.00,2007.00,906.00,0.00,1.00,-0.37,0.01,1.83,1212.89,159.52
29B6308,0.59,1.95,0.92,0.37,7.64,0.73,0.18,2.55,0.79,0.04,2.55,0.49,0.35,19.00,181.00,2007.00,842.00,0.00,1.00,-0.65,0.18,1.61,1393.87,122.81
29B6403,0.55,3.68,0.90,0.55,3.82,0.87,0.00,NA,NA,0.00,NA,NA,0.36,6.00,185.00,2004.00,643.00,0.00,9.00,-0.68,0.30,1.47,1612.79,135.11
29B6407,0.48,1.89,0.88,0.33,3.81,0.84,0.15,3.81,0.83,0.00,NA,NA,0.47,6.00,185.00,2004.00,534.00,0.00,15.00,-0.58,0.16,1.71,1449.26,174.39
29B6502,0.68,3.70,0.91,0.57,5.11,0.82,0.10,1.28,0.90,0.01,2.56,0.30,0.25,11.00,183.00,2006.00,626.00,0.00,5.00,-0.05,-0.05,1.59,1257.26,139.35
29B6504,0.74,0.93,0.87,0.68,1.28,0.80,0.04,1.28,0.86,0.01,2.55,0.27,0.19,11.00,183.00,2006.00,603.00,0.00,7.00,-0.35,-0.09,1.37,1296.75,152.01
29B6507,0.48,2.76,0.88,0.46,2.54,0.81,0.02,1.27,0.89,0.01,1.27,0.80,0.08,11.00,183.00,2006.00,537.00,0.00,15.00,-0.60,-0.01,1.58,1167.58,80.94
29B6605,0.49,4.87,0.80,0.44,8.91,0.77,0.03,6.36,0.52,0.01,2.55,0.60,0.35,19.00,192.00,2008.00,745.00,0.00,5.00,-0.72,0.26,1.74,1347.54,166.81
29B6610,0.57,2.78,0.80,0.45,3.84,0.76,0.06,7.67,0.60,0.06,2.56,0.75,0.25,19.00,192.00,2008.00,851.00,0.00,5.00,-0.55,0.27,1.76,1254.03,133.43
29B7101,0.77,0.95,0.88,0.65,3.81,0.79,0.09,8.90,0.64,0.04,3.81,0.77,0.12,11.00,180.00,2006.00,916.00,0.00,5.00,-0.95,0.43,1.50,1565.41,103.50
29B7102,0.64,2.76,0.93,0.56,5.09,0.85,0.05,5.09,0.64,0.02,2.55,0.47,0.16,11.00,180.00,2006.00,832.00,0.00,5.00,-0.86,0.33,1.62,1490.79,288.38
29B7207,0.70,2.75,0.85,0.64,3.80,0.76,0.04,7.60,0.54,0.01,1.27,0.58,0.08,11.00,181.00,2006.00,556.00,0.00,5.00,-0.67,0.24,1.55,1624.22,78.87
29B7208,0.57,3.81,0.87,0.51,5.12,0.83,0.07,6.40,0.71,0.00,1.28,1.00,0.30,11.00,181.00,2006.00,526.00,0.00,15.00,-0.71,0.19,1.67,1460.50,139.87
29B7301,0.72,1.85,0.89,0.70,2.56,0.86,0.00,NA,NA,0.00,1.28,1.00,0.21,6.00,185.00,2004.00,820.00,0.00,9.00,-0.65,0.14,1.20,1576.24,199.24
29B7302,0.59,3.67,0.84,0.52,3.81,0.81,0.03,6.36,0.60,0.03,1.27,0.88,0.27,6.00,185.00,2004.00,848.00,0.00,15.00,0.55,-0.64,1.66,1512.25,234.59
29B7304,0.50,2.76,0.84,0.46,5.09,0.80,0.00,NA,NA,0.04,5.09,0.68,0.15,6.00,185.00,2004.00,905.00,0.00,5.00,2.63,-1.95,1.76,1460.89,149.18
29B7305,0.89,0.95,0.90,0.84,1.28,0.83,0.04,2.56,0.74,0.01,1.28,0.40,0.05,6.00,185.00,2004.00,805.00,0.00,5.00,-0.72,0.27,1.08,1555.67,214.14
29B7306,0.71,1.84,0.84,0.68,2.55,0.79,0.02,1.27,0.68,0.00,NA,NA,0.06,6.00,185.00,2004.00,833.00,0.00,5.00,-0.89,0.38,1.36,1522.79,173.55
29B7307,0.62,3.90,0.79,0.34,13.98,0.65,0.23,7.63,0.69,0.04,3.81,0.54,0.08,6.00,185.00,2004.00,952.00,0.00,7.00,0.00,-0.37,1.89,1390.92,58.55
29B7401,0.63,0.92,0.87,0.64,1.27,0.82,0.00,NA,NA,0.00,NA,NA,0.20,11.00,181.00,2006.00,640.00,0.00,5.00,-0.72,0.24,1.45,1543.90,198.40
29B7502,0.56,1.84,0.83,0.52,5.09,0.75,0.04,2.54,0.80,0.00,1.27,0.25,0.21,11.00,181.00,2006.00,852.00,0.00,1.00,-0.58,0.02,1.77,1512.06,168.42
29B7505,0.69,1.89,0.82,0.57,6.36,0.70,0.10,7.64,0.76,0.02,5.09,0.55,0.09,11.00,181.00,2006.00,902.00,0.00,5.00,-0.81,0.26,1.65,1485.25,178.57
29B7506,0.85,0.92,0.89,0.67,2.54,0.77,0.12,11.43,0.71,0.05,3.81,0.57,0.04,11.00,181.00,2006.00,830.00,NA,NA,-0.54,0.01,1.43,1575.69,129.53
29B7508,0.75,0.95,0.85,0.64,3.83,0.76,0.11,5.11,0.76,0.01,2.55,0.57,0.03,11.00,181.00,2006.00,841.00,0.00,5.00,-0.55,0.00,1.49,1560.89,175.98
29B7608,0.78,0.95,0.86,0.39,10.18,0.73,0.31,7.64,0.69,0.08,14.00,0.40,0.00,19.00,164.00,2008.00,541.00,0.00,5.00,-1.01,0.47,1.61,1340.62,197.45
29B7609,0.48,1.85,0.92,0.42,2.56,0.87,0.06,2.56,0.78,0.00,NA,NA,0.47,19.00,164.00,2008.00,657.00,0.00,5.00,-0.72,0.22,1.61,1448.64,214.25
29C4201,0.55,3.67,0.86,0.50,5.07,0.81,0.06,6.34,0.65,0.00,NA,NA,0.28,6.00,152.00,2004.00,708.00,0.00,1.00,1.84,-1.03,1.69,1172.88,101.02
29C4202,0.52,2.68,0.84,0.45,5.07,0.70,0.04,6.34,0.38,0.03,2.54,0.64,0.17,6.00,152.00,2004.00,537.00,0.00,14.00,1.90,-0.94,1.82,1160.83,151.42
29C4401,0.54,2.76,0.86,0.54,2.55,0.80,0.00,NA,NA,0.00,NA,NA,0.30,22.00,186.00,2008.00,1052.00,0.00,5.00,1.43,-1.03,1.52,1222.06,163.58
29C4405,0.78,0.95,0.90,0.73,2.55,0.85,0.05,2.55,0.85,0.00,NA,NA,0.15,22.00,186.00,2008.00,1004.00,0.00,5.00,-0.24,-0.06,1.29,1361.79,154.35
29C4408,0.73,2.68,0.87,0.71,1.27,0.79,0.01,1.27,0.92,0.01,1.27,0.75,0.07,22.00,186.00,2008.00,1034.00,0.00,7.00,1.66,-1.02,1.36,1310.24,181.38
29C4409,0.81,0.95,0.95,0.81,1.27,0.93,0.00,NA,NA,0.00,NA,NA,0.00,19.00,162.00,2009.00,853.00,2.00,1.00,1.10,-1.14,0.98,1386.35,109.51
29C4410,0.87,0.95,0.90,0.87,1.28,0.85,0.00,1.28,NA,0.00,NA,NA,0.07,19.00,162.00,2009.00,930.00,1.00,2.00,-0.46,0.01,0.99,1377.69,186.21
29C5104,0.55,2.85,0.88,0.54,3.83,0.85,0.00,NA,NA,0.00,NA,NA,0.37,6.00,151.00,2004.00,725.00,0.00,1.00,-0.44,-0.04,1.42,1440.64,70.76
29C5203,0.82,1.90,0.94,0.80,3.83,0.89,0.01,2.55,0.61,0.01,1.28,0.50,0.13,22.00,189.00,2008.00,854.00,1.00,7.00,-0.68,0.17,1.15,1585.37,89.95
29C5204,0.56,2.78,0.85,0.55,5.10,0.78,0.00,1.28,NA,0.02,3.83,0.43,0.35,22.00,189.00,2008.00,1004.00,0.00,7.00,-0.37,-0.13,1.47,1282.51,165.57
29C5205,0.52,3.67,0.89,0.41,6.35,0.74,0.08,10.16,0.62,0.03,2.54,0.67,0.38,22.00,189.00,2008.00,917.00,0.00,6.00,-0.65,0.15,1.76,1313.95,110.16
29C5206,0.67,2.84,0.89,0.67,5.10,0.86,0.00,NA,NA,0.00,NA,NA,0.23,22.00,189.00,2008.00,945.00,0.00,2.00,-0.40,-0.13,1.31,1391.20,116.98
29C5207,0.88,1.84,0.92,0.89,2.54,0.86,0.00,NA,NA,0.00,NA,NA,0.06,19.00,166.00,2009.00,903.00,0.00,1.00,-0.53,0.05,0.90,1309.03,121.32
29C5208,0.62,2.92,0.88,0.61,3.82,0.83,0.00,NA,NA,0.01,1.27,0.66,0.31,19.00,166.00,2009.00,836.00,0.00,5.00,-0.43,0.07,1.43,1452.32,222.01
29C5305,0.44,2.70,0.87,0.44,3.83,0.83,0.00,NA,NA,0.00,NA,NA,0.24,22.00,189.00,2008.00,619.00,0.00,5.00,-0.03,-0.16,1.72,1230.53,161.32
29C5306,0.76,1.80,0.91,0.75,1.28,0.83,0.00,NA,NA,0.02,2.55,0.54,0.12,19.00,162.00,2009.00,949.00,0.00,2.00,0.36,-0.30,1.27,1326.42,153.10
29C5308,0.60,2.76,0.88,0.60,5.09,0.85,0.00,1.27,1.00,0.00,NA,NA,0.31,19.00,162.00,2009.00,958.00,3.00,1.00,0.59,-0.37,1.45,1399.99,101.62
29C5402,0.65,0.92,0.85,0.58,3.81,0.75,0.05,3.81,0.53,0.02,1.27,0.58,0.27,22.00,189.00,2008.00,810.00,1.00,7.00,-0.63,0.14,1.57,1312.37,194.91
29C5405,0.68,1.83,0.88,0.63,3.81,0.80,0.01,2.54,0.82,0.03,6.34,0.50,0.26,22.00,189.00,2008.00,701.00,0.00,5.00,-0.69,0.16,1.46,1275.06,167.33
29C5406,0.72,2.92,0.89,0.55,6.36,0.69,0.10,10.18,0.63,0.07,8.91,0.46,0.20,19.00,162.00,2009.00,1057.00,1.00,1.00,0.14,0.00,1.63,1279.56,110.38
29C5502,0.59,3.70,0.82,0.59,6.38,0.76,0.00,NA,NA,0.00,NA,NA,0.25,6.00,150.00,2004.00,644.00,0.00,1.00,1.76,-0.82,1.53,1540.09,79.91
29C5505,0.79,1.80,0.88,0.78,2.55,0.82,0.00,NA,NA,0.00,NA,NA,0.14,6.00,151.00,2004.00,655.00,0.00,1.00,-0.39,-0.01,1.12,1438.21,194.26
29C5507,0.42,5.84,0.82,0.39,7.63,0.78,0.02,1.27,0.87,0.00,NA,NA,0.44,6.00,151.00,2004.00,620.00,0.00,NA,-0.01,-0.51,1.58,1565.42,44.98
29C5508,0.73,0.98,0.82,0.67,6.37,0.74,0.02,2.55,0.55,0.03,2.55,0.67,0.15,6.00,151.00,2004.00,555.00,0.00,1.00,-0.16,-0.29,1.40,1409.57,307.24
29C5602,0.55,2.76,0.88,0.47,8.92,0.78,0.04,2.55,0.80,0.04,2.55,0.66,0.37,11.00,177.00,2006.00,528.00,0.00,2.00,-0.56,0.05,1.65,1457.35,127.91
29C5608,0.78,0.93,0.92,0.50,8.95,0.66,0.15,5.11,0.54,0.14,11.51,0.47,0.15,11.00,177.00,2006.00,615.00,0.00,5.00,-0.26,-0.10,1.68,1261.07,72.73
29C5610,0.65,1.89,0.87,0.48,8.91,0.68,0.07,7.64,0.57,0.11,8.91,0.51,0.27,11.00,177.00,2006.00,538.00,0.00,1.00,-0.55,0.01,1.68,1287.75,218.32
29C6105,0.63,6.63,0.83,0.59,7.65,0.78,0.02,1.27,0.72,0.03,5.10,0.63,0.30,11.00,183.00,2006.00,803.00,0.00,5.00,-0.67,0.16,1.53,1505.53,201.80
29C6106,0.80,0.94,0.90,0.71,1.27,0.75,0.02,3.81,0.65,0.08,6.34,0.57,0.13,11.00,183.00,2006.00,647.00,0.00,5.00,-0.56,0.04,1.37,1280.46,139.34
29C6107,0.76,1.95,0.79,0.74,3.82,0.72,0.00,NA,NA,0.01,1.27,0.80,0.13,11.00,183.00,2006.00,730.00,0.00,15.00,-0.70,0.17,1.28,1376.15,136.10
29C6202,0.85,1.83,0.88,0.76,3.81,0.76,0.00,NA,NA,0.09,7.62,0.54,0.06,11.00,182.00,2006.00,946.00,0.00,5.00,-0.69,0.18,1.22,1350.45,254.20
29C6205,0.53,3.68,0.79,0.50,6.36,0.74,0.01,1.27,1.00,0.01,2.55,0.80,0.23,11.00,182.00,2006.00,929.00,0.00,5.00,-0.35,-0.05,1.62,1219.81,82.64
29C6207,0.64,4.63,0.86,0.49,5.10,0.81,0.15,3.83,0.86,0.00,NA,NA,0.31,11.00,182.00,2006.00,820.00,0.00,2.00,-0.61,0.14,1.56,1512.85,41.78
29C6306,0.78,0.90,0.89,0.70,2.54,0.76,0.03,5.09,0.54,0.05,7.63,0.50,0.17,11.00,183.00,2006.00,908.00,0.00,5.00,-0.58,0.06,1.36,1335.62,168.82
29C6307,0.50,6.65,0.85,0.50,7.66,0.82,0.00,NA,NA,0.00,NA,NA,0.42,11.00,183.00,2006.00,826.00,0.00,5.00,-0.44,-0.06,1.47,1478.90,122.04
29C6308,0.67,2.84,0.86,0.65,5.09,0.79,0.00,1.27,1.00,0.02,1.27,0.72,0.21,11.00,183.00,2006.00,857.00,0.00,5.00,-0.40,-0.10,1.45,1463.20,244.51
29C6401,0.86,0.93,0.90,0.83,2.56,0.84,0.01,1.28,0.83,0.02,5.12,0.40,0.08,11.00,182.00,2006.00,801.00,0.00,5.00,-0.56,0.16,1.11,1478.59,102.49
29C6402,0.68,5.51,0.86,0.67,6.35,0.81,0.00,NA,NA,0.00,NA,NA,0.23,11.00,182.00,2006.00,705.00,0.00,1.00,0.14,-0.26,1.35,1482.28,159.37
29C6404,0.92,0.95,0.92,0.79,3.82,0.77,0.08,7.65,0.63,0.05,5.10,0.62,0.00,11.00,182.00,2006.00,739.00,0.00,15.00,-0.74,0.19,1.17,1468.87,65.08
29C6406,0.58,4.60,0.87,0.56,6.36,0.82,0.00,1.27,NA,0.01,1.27,0.75,0.29,11.00,182.00,2006.00,751.00,0.00,1.00,0.23,-0.04,1.50,1528.09,94.22
29C6407,0.61,1.84,0.87,0.53,6.36,0.76,0.07,7.64,0.62,0.01,2.55,0.50,0.33,11.00,182.00,2006.00,719.00,0.00,5.00,-0.60,0.11,1.59,1591.45,50.24
